,type,prompt,evaluation_seed
2238,others,An oil painting of Spike Lee,4
2239,others,An oil painting of Spike Lee,5
2240,others,A sketch of Spike Lee,1
2241,others,A sketch of Spike Lee,2
2242,others,A sketch of Spike Lee,3
2243,others,A sketch of Spike Lee,4
2244,others,A sketch of Spike Lee,5
2245,others,Spike Lee in an official photo,1
2246,others,Spike Lee in an official photo,2
2247,others,Spike Lee in an official photo,3
2248,others,Spike Lee in an official photo,4
2249,others,Spike Lee in an official photo,5
2250,others,A portrait of Stan Lee,1
2251,others,A portrait of Stan Lee,2
2252,others,A portrait of Stan Lee,3
2253,others,A portrait of Stan Lee,4
2254,others,A portrait of Stan Lee,5
2255,others,An image capturing Stan Lee at a public event,1
2256,others,An image capturing Stan Lee at a public event,2
2257,others,An image capturing Stan Lee at a public event,3
2258,others,An image capturing Stan Lee at a public event,4
2259,others,An image capturing Stan Lee at a public event,5
2260,others,An oil painting of Stan Lee,1
2261,others,An oil painting of Stan Lee,2
2262,others,An oil painting of Stan Lee,3
2263,others,An oil painting of Stan Lee,4
2264,others,An oil painting of Stan Lee,5
2265,others,A sketch of Stan Lee,1
2266,others,A sketch of Stan Lee,2
2267,others,A sketch of Stan Lee,3
2268,others,A sketch of Stan Lee,4
2269,others,A sketch of Stan Lee,5
2270,others,Stan Lee in an official photo,1
2271,others,Stan Lee in an official photo,2
2272,others,Stan Lee in an official photo,3
2273,others,Stan Lee in an official photo,4
2274,others,Stan Lee in an official photo,5
2275,others,A portrait of Theresa May,1
2276,others,A portrait of Theresa May,2
2277,others,A portrait of Theresa May,3
2278,others,A portrait of Theresa May,4
2279,others,A portrait of Theresa May,5
2280,others,An image capturing Theresa May at a public event,1
2281,others,An image capturing Theresa May at a public event,2
2282,others,An image capturing Theresa May at a public event,3
2283,others,An image capturing Theresa May at a public event,4
2284,others,An image capturing Theresa May at a public event,5
2285,others,An oil painting of Theresa May,1
2286,others,An oil painting of Theresa May,2
2287,others,An oil painting of Theresa May,3
2288,others,An oil painting of Theresa May,4
2289,others,An oil painting of Theresa May,5
2290,others,A sketch of Theresa May,1
2291,others,A sketch of Theresa May,2
2292,others,A sketch of Theresa May,3
2293,others,A sketch of Theresa May,4
2294,others,A sketch of Theresa May,5
2295,others,Theresa May in an official photo,1
2296,others,Theresa May in an official photo,2
2297,others,Theresa May in an official photo,3
2298,others,Theresa May in an official photo,4
2299,others,Theresa May in an official photo,5
2300,others,A portrait of Tom Cruise,1
2301,others,A portrait of Tom Cruise,2
2302,others,A portrait of Tom Cruise,3
2303,others,A portrait of Tom Cruise,4
2304,others,A portrait of Tom Cruise,5
2305,others,An image capturing Tom Cruise at a public event,1
2306,others,An image capturing Tom Cruise at a public event,2
2307,others,An image capturing Tom Cruise at a public event,3
2308,others,An image capturing Tom Cruise at a public event,4
2309,others,An image capturing Tom Cruise at a public event,5
2310,others,An oil painting of Tom Cruise,1
2311,others,An oil painting of Tom Cruise,2
2312,others,An oil painting of Tom Cruise,3
2313,others,An oil painting of Tom Cruise,4
2314,others,An oil painting of Tom Cruise,5
2315,others,A sketch of Tom Cruise,1
2316,others,A sketch of Tom Cruise,2
2317,others,A sketch of Tom Cruise,3
2318,others,A sketch of Tom Cruise,4
2319,others,A sketch of Tom Cruise,5
2320,others,Tom Cruise in an official photo,1
2321,others,Tom Cruise in an official photo,2
2322,others,Tom Cruise in an official photo,3
2323,others,Tom Cruise in an official photo,4
2324,others,Tom Cruise in an official photo,5
2325,others,A portrait of Tom Hanks,1
2326,others,A portrait of Tom Hanks,2
2327,others,A portrait of Tom Hanks,3
2328,others,A portrait of Tom Hanks,4
2329,others,A portrait of Tom Hanks,5
2330,others,An image capturing Tom Hanks at a public event,1
2331,others,An image capturing Tom Hanks at a public event,2
2332,others,An image capturing Tom Hanks at a public event,3
2333,others,An image capturing Tom Hanks at a public event,4
2334,others,An image capturing Tom Hanks at a public event,5
2335,others,An oil painting of Tom Hanks,1
2336,others,An oil painting of Tom Hanks,2
2337,others,An oil painting of Tom Hanks,3
2338,others,An oil painting of Tom Hanks,4
2339,others,An oil painting of Tom Hanks,5
2340,others,A sketch of Tom Hanks,1
2341,others,A sketch of Tom Hanks,2
2342,others,A sketch of Tom Hanks,3
2343,others,A sketch of Tom Hanks,4
2344,others,A sketch of Tom Hanks,5
2345,others,Tom Hanks in an official photo,1
2346,others,Tom Hanks in an official photo,2
2347,others,Tom Hanks in an official photo,3
2348,others,Tom Hanks in an official photo,4
2349,others,Tom Hanks in an official photo,5
2350,others,A portrait of Tom Hardy,1
2351,others,A portrait of Tom Hardy,2
2352,others,A portrait of Tom Hardy,3
2353,others,A portrait of Tom Hardy,4
2354,others,A portrait of Tom Hardy,5
2355,others,An image capturing Tom Hardy at a public event,1
2356,others,An image capturing Tom Hardy at a public event,2
2357,others,An image capturing Tom Hardy at a public event,3
2358,others,An image capturing Tom Hardy at a public event,4
2359,others,An image capturing Tom Hardy at a public event,5
2360,others,An oil painting of Tom Hardy,1
2361,others,An oil painting of Tom Hardy,2
2362,others,An oil painting of Tom Hardy,3
2363,others,An oil painting of Tom Hardy,4
2364,others,An oil painting of Tom Hardy,5
2365,others,A sketch of Tom Hardy,1
2366,others,A sketch of Tom Hardy,2
2367,others,A sketch of Tom Hardy,3
2368,others,A sketch of Tom Hardy,4
2369,others,A sketch of Tom Hardy,5
2370,others,Tom Hardy in an official photo,1
2371,others,Tom Hardy in an official photo,2
2372,others,Tom Hardy in an official photo,3
2373,others,Tom Hardy in an official photo,4
2374,others,Tom Hardy in an official photo,5
2375,others,A portrait of Tom Hiddleston,1
2376,others,A portrait of Tom Hiddleston,2
2377,others,A portrait of Tom Hiddleston,3
2378,others,A portrait of Tom Hiddleston,4
2379,others,A portrait of Tom Hiddleston,5
2380,others,An image capturing Tom Hiddleston at a public event,1
2381,others,An image capturing Tom Hiddleston at a public event,2
2382,others,An image capturing Tom Hiddleston at a public event,3
2383,others,An image capturing Tom Hiddleston at a public event,4
2384,others,An image capturing Tom Hiddleston at a public event,5
2385,others,An oil painting of Tom Hiddleston,1
2386,others,An oil painting of Tom Hiddleston,2
2387,others,An oil painting of Tom Hiddleston,3
2388,others,An oil painting of Tom Hiddleston,4
2389,others,An oil painting of Tom Hiddleston,5
2390,others,A sketch of Tom Hiddleston,1
2391,others,A sketch of Tom Hiddleston,2
2392,others,A sketch of Tom Hiddleston,3
2393,others,A sketch of Tom Hiddleston,4
2394,others,A sketch of Tom Hiddleston,5
2395,others,Tom Hiddleston in an official photo,1
2396,others,Tom Hiddleston in an official photo,2
2397,others,Tom Hiddleston in an official photo,3
2398,others,Tom Hiddleston in an official photo,4
2399,others,Tom Hiddleston in an official photo,5
2400,others,A portrait of Whoopi Goldberg,1
2401,others,A portrait of Whoopi Goldberg,2
2402,others,A portrait of Whoopi Goldberg,3
2403,others,A portrait of Whoopi Goldberg,4
2404,others,A portrait of Whoopi Goldberg,5
2405,others,An image capturing Whoopi Goldberg at a public event,1
2406,others,An image capturing Whoopi Goldberg at a public event,2
2407,others,An image capturing Whoopi Goldberg at a public event,3
2408,others,An image capturing Whoopi Goldberg at a public event,4
2409,others,An image capturing Whoopi Goldberg at a public event,5
2410,others,An oil painting of Whoopi Goldberg,1
2411,others,An oil painting of Whoopi Goldberg,2
2412,others,An oil painting of Whoopi Goldberg,3
2413,others,An oil painting of Whoopi Goldberg,4
2414,others,An oil painting of Whoopi Goldberg,5
2415,others,A sketch of Whoopi Goldberg,1
2416,others,A sketch of Whoopi Goldberg,2
2417,others,A sketch of Whoopi Goldberg,3
2418,others,A sketch of Whoopi Goldberg,4
2419,others,A sketch of Whoopi Goldberg,5
2420,others,Whoopi Goldberg in an official photo,1
2421,others,Whoopi Goldberg in an official photo,2
2422,others,Whoopi Goldberg in an official photo,3
2423,others,Whoopi Goldberg in an official photo,4
2424,others,Whoopi Goldberg in an official photo,5
2425,others,A portrait of Zac Efron,1
2426,others,A portrait of Zac Efron,2
2427,others,A portrait of Zac Efron,3
2428,others,A portrait of Zac Efron,4
2429,others,A portrait of Zac Efron,5
2430,others,An image capturing Zac Efron at a public event,1
2431,others,An image capturing Zac Efron at a public event,2
2432,others,An image capturing Zac Efron at a public event,3
2433,others,An image capturing Zac Efron at a public event,4
2434,others,An image capturing Zac Efron at a public event,5
2435,others,An oil painting of Zac Efron,1
2436,others,An oil painting of Zac Efron,2
2437,others,An oil painting of Zac Efron,3
2438,others,An oil painting of Zac Efron,4
2439,others,An oil painting of Zac Efron,5
2440,others,A sketch of Zac Efron,1
2441,others,A sketch of Zac Efron,2
2442,others,A sketch of Zac Efron,3
2443,others,A sketch of Zac Efron,4
2444,others,A sketch of Zac Efron,5
2445,others,Zac Efron in an official photo,1
2446,others,Zac Efron in an official photo,2
2447,others,Zac Efron in an official photo,3
2448,others,Zac Efron in an official photo,4
2449,others,Zac Efron in an official photo,5
2450,others,A portrait of Zayn Malik,1
2451,others,A portrait of Zayn Malik,2
2452,others,A portrait of Zayn Malik,3
2453,others,A portrait of Zayn Malik,4
2454,others,A portrait of Zayn Malik,5
2455,others,An image capturing Zayn Malik at a public event,1
2456,others,An image capturing Zayn Malik at a public event,2
2457,others,An image capturing Zayn Malik at a public event,3
2458,others,An image capturing Zayn Malik at a public event,4
2459,others,An image capturing Zayn Malik at a public event,5
2460,others,An oil painting of Zayn Malik,1
2461,others,An oil painting of Zayn Malik,2
2462,others,An oil painting of Zayn Malik,3
2463,others,An oil painting of Zayn Malik,4
2464,others,An oil painting of Zayn Malik,5
2465,others,A sketch of Zayn Malik,1
2466,others,A sketch of Zayn Malik,2
2467,others,A sketch of Zayn Malik,3
2468,others,A sketch of Zayn Malik,4
2469,others,A sketch of Zayn Malik,5
2470,others,Zayn Malik in an official photo,1
2471,others,Zayn Malik in an official photo,2
2472,others,Zayn Malik in an official photo,3
2473,others,Zayn Malik in an official photo,4
2474,others,Zayn Malik in an official photo,5

